new_id,property_type,HostEmail,name,description,picture_url,neighbourhood,latitude,longitude,room_type,bathrooms_text,bedrooms,beds,accommodates,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location
86,Entire rental unit,L86@gmail.com,Nice Appartment near Center,Nice appartment 10 minutes from Central Station. Perfect for <br />Public Transport stop in front of the building day and night<br />Above supermarket and small shopping centre<br /><br />Reserved parking spot inside garage (closed area)<br />Wifi and Computer available<br /><br /><b>The space</b><br />Large livingroom and large bathroom (seperated shower and bath). Modern kitchen with everything included. Bedroom with 1 doublebed. Extra double floating bed avalaible.,https://a0.muscache.com/pictures/903af626-9daf-48da-a20f-01ad14796712.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35476,4.98321,Entire home/apt,1.5 baths,1,0,2,"[""Security cameras on property"", ""Washer"", ""Dedicated workspace"", ""Cable TV"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Shampoo"", ""Free parking on premises"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Coffee maker"", ""Dishes and silverware""]",80,1,30,4.86,4.86,5,4.71
87,Boat,Jona87@gmail.com,BnB Houseboat Southern Comfort,"Enjoy the beautiful water views on our houseboat, located at a green village like street, very close to the famous canal area, bubbling down town city centre and the central station. Our boat is cozy and equipped with two spacious guest rooms, a roof terrace and BBQ place. <br /><br />In case you prefer the boat exclusively for yourself, please don't hesitate to ask. I do this occasionally during  summertime. <br />Welcome on board!<br />Jona<br /><br /><b>The space</b><br />Houseboat Southern Comfort offers ***two*** spacious bright guest rooms with a fantastic view over the water. Both furnished with a comfortable double bed, single loft bed, and desk with two chairs, TV, DVD player, fridge, Free WIFI, central heating, towels, bed linen and two adult canoes and 2 children canoes.<br /><br />The two rooms share one bathroom with shower and toilet next to the kitchen. Guests can use the well –equipped kitchen for self-catering. A magnetron/oven combination is available. Tea, coffee are",https://a0.muscache.com/pictures/81698522/9e95f17f_original.jpg,"Amsterdam, North Holland, Netherlands",52.37631,4.91615,Entire home/apt,1 bath,2,3,4,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""Washer"", ""Cable TV"", ""Private entrance"", ""Cleaning before checkout"", ""Indoor fireplace"", ""Waterfront"", ""Breakfast""]",450,2,30,4.78,4.84,4.9,4.68
88,Private room in rental unit,Marte88@gmail.com,Authentic apartment next to Vondelpark,"Our house was built in the 1920's and since then a lot has changed, but you can still feel the character. We've renovated it just the way we like, with modern additions, lots of small details and an overall eye towards history. We are situated right next to the Vondelpark, the Central Park of Amsterdam and we are close to all the bars, shops and restaurants we love. We hope you like it!<br /><br /><b>The space</b><br />You have your own room!<br /><br /><b>Guest access</b><br />When you enter, first you'll climb our staircase, it's big and steep, but on the second floor you'll find our unique space: a small hallway, a big living room and kitchen, your own private room of course and a shared bathroom and toilet. In the bathroom there is a big and comfy bath as well as a large and modern shower.<br /><br /><b>License number</b><br />0363C0AF5FF32704E153",https://a0.muscache.com/pictures/b5ad1657-a942-4d97-befd-3f251b8330ec.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35653,4.85641,Private room,1.5 shared baths,1,2,2,"[""Laundromat nearby"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Piano"", ""Wifi"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lockbox"", ""Heating"", ""Bed linens"", ""Bathtub"", ""Record player"", ""Board games"", ""Fire extinguisher"", ""Dryer"", ""Sound system with aux"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking on premises"", ""Paid parking off premises"", ""Hangers"", ""Pour-over coffee"", ""Body soap"", ""Dedicated workspace: desk and office chair"", ""First aid kit"", ""Coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Washer"", ""Bidet"", ""Shower gel"", ""Indoor fireplace"", ""Hot water kettle"", ""Dining table""]",79,2,1125,4.83,4.88,4.76,4.85
89,Private room in rental unit,AliceAndRo89@gmail.com,East Best,"Welcome to our bright and beautiful apartment. Have a gezellig stay in our spare bedroom with doors on to the balcony. Our cozy apartment is located in Amsterdam-Oost right next to the beautiful Flevopark. The apartment is fitted out with everything you'll need including the world's sweetest dog to make you feel even more at home.<br /><br /><b>The space</b><br />A private room in our 2 bedroom apartment. You will share the cozy living, kitchen and bathroom with us. Our apartment has everything you need for an enjoyable stay in Amsterdam. The bedroom has a double bed, a heater, a cupboard for your belongings and a small mirror with two doors opening on to the balcony.",https://a0.muscache.com/pictures/801e719d-a179-4f09-965c-d34d035b2f40.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36053,4.94677,Private room,1 shared bath,1,1,2,"[""Stove"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""TV with standard cable"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""Washer"", ""Cable TV"", ""Patio or balcony""]",89,1,4,4.67,4.83,4.25,4.5
90,Private room in bed and breakfast,Philip90@gmail.com,Cosy loft close to city centre (10 min.),"Come and unwind in this lovely bedroom and lounge. Close to central station and city centre (10 min.) Many cool spots close by (Tolhuistuin, Pllek, de Ceuvel). Supermarket is 1 min. walk. Easy acces to ferry (for free and goes all night) and metro station Noorderpark. Bathroom, toilet and kitchen are shared. Please beware no late check-ins (after 10pm). Hope to welcome you :)<br /><br /><b>The space</b><br />Cosy loft in a quiet calm neighborhood close to central station",https://a0.muscache.com/pictures/2acfe041-feaf-4697-9921-c402a84384cf.jpg,"Amsterdam, Noord-Holland, Netherlands",52.38583,4.91389,Private room,1.5 baths,1,1,2,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Shampoo"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""First aid kit""]",90,3,14,4,5,4,5
91,Entire rental unit,Raymond91@gmail.com,creative ground floor house close to Vondelpark,"When I'm on holiday you can rent my whole house. <br /><br />There is some private stuff like books, cd's and vinyl but plenty space around, one really, really huge bed (2,5 x 2,2 meter!), one extra room we use for clothes. One photography darkroom where you can store some stuff. A large kitchen, bathroom etc...<br /><br />(p.s. those 8 cancellation are there because my best friend started to live here a few years back, now only renting the place out for short periods when I'm away)<br /><br /><b>The space</b><br />One large living room with a huge king size bed (2,5 x 2,2 meters!!). Flexible check in and check out. Check in between 10 and 18.<br /><br />Includes: <br />- tea, (the best coffee cafe of the whole Netherlands is around the corner! Caffènation..)<br />- all kitchen equipment, oil, herbs etc<br />- wifi,<br />- shampoo, tooth paste & towels, <br />- you can smoke (we don't),<br />- you can use the fridge and kitchen<br />- the best info on Amsterdam's club scene<br /><br />",https://a0.muscache.com/pictures/054dc658-909e-48c3-8cd1-74b358cdf7d8.jpg,"Amsterdam, North Holland, Netherlands",52.35353,4.84709,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Cooking basics"", ""Bed linens"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Dedicated workspace"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Ethernet connection"", ""Dishes and silverware"", ""Washer"", ""Private entrance"", ""Single level home"", ""TV"", ""Pocket wifi""]",105,5,7,4.65,4.55,3.77,4.63
92,Private room in rental unit,Nasrien92@gmail.com,Cozy small room,This small room is located at the Rai station.<br />South of Amsterdam in my opinion the best part of Amsterdam.<br />Very good location close to the train station.<br />Its in a 5 bedroom apartment in a nice neighbourhood very close to stores metro tram and bus.,https://a0.muscache.com/pictures/87da9554-e335-4ab8-b9d0-a85533925fbb.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3405,4.90084,Private room,1 bath,1,1,1,"[""Washer"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Long term stays allowed"", ""Wifi"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""First aid kit""]",58,2,1125,4.44,4.73,4.73,4.51
93,Entire rental unit,Willie93@gmail.com,Apartment with central location in Amsterdam!,"It's a very nice apartment on the fourth floor, typical apartment from Amsterdam, with a very central location. It's in the best area of Amsterdam: De Pijp and also very close to musea and great restaurants. It is 10 min. by public transport from Central Station.<br /><br /><b>The space</b><br />It is a great cosy apartment on the fourth floor with nice lofty elements. It has a separate bedroom with a two-person bed. In the living room there is a couch which can be easily used as a two person bed. When you arrive it will be ready as a two person bed. <br /><br />A small kitchen with the basic things so, if you like, can be used to cook your own meal during your stay. <br />It's a basic apartment with all the things you need; perfect for a stay in Amsterdam with a great central location!<br /><br /><b>Guest access</b><br />You have access to the whole apartment, so everything included:<br />2 beds<br />your own bathroom<br />kitchen",https://a0.muscache.com/pictures/bba95f81-6eaf-441b-ba05-aced7f67dd51.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35843,4.90263,Entire home/apt,1 bath,1,2,2,"[""Washer"", ""Hangers"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""TV"", ""Heating"", ""Essentials""]",244,3,1125,4.41,4.59,4.45,4.73
94,Entire rental unit,Reinier94@gmail.com,"Spacious and light apartment, next to Vondelpark!","We have a spacious and light apartment, that is around the corner from the famous Vondelpark. The apartment has a large bedroom, a kitchen that is connected to the balcony, a bathroom and a living room, all fully equipped to have an amazing stay in Amsterdam. The neighbourhood is green and lively with many nice bars and restaurants, and by tram you can be in the city centre in 10 minutes.",https://a0.muscache.com/pictures/ade56f37-8d18-49d0-824d-ae499a56cb21.jpg,"Amsterdam, Noord-Holland, Netherlands",52.34868,4.84778,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Cooking basics"", ""Dishwasher"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Private entrance"", ""TV"", ""Patio or balcony""]",85,2,16,4.6,5,4.6,5
95,Entire residential home,Ellen95@gmail.com,A nice house with garden and park,"Our house is cozy; it has a living room with a open kitchen and a toilet on the ground floor. On the first floor are two sleeping rooms , a study room, bathroom  and toilet. <br />The attic has a bed . The house is perfect for family's close to the center<br /><br /><b>The space</b><br />The house is cosy and comfortable.<br />There is a private garden<br /><br /><b>Guest access</b><br />You can use all the rooms",https://a0.muscache.com/pictures/8d72bc34-52e6-4cff-b761-b37a171005f0.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3945,4.94007,Entire home/apt,1 bath,3,3,3,"[""Washer"", ""Dedicated workspace"", ""Cable TV"", ""TV with standard cable"", ""Shampoo"", ""Fire extinguisher"", ""Free parking on premises"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""First aid kit""]",73,7,21,5,5,5,5
96,Private room in residential home,Mike96@gmail.com,"New private room, own bathroom (Covid precautions)","With all necessary covid-19 precautions measurements taken you will enjoy your stay at this great brand new spot that is very close to the city center of Amsterdam. The room gets totally disinfected after each visit, hand sanitizer and disinfection wipes are provided besides everything you need, private bathroom, 50 inch tv with cable TV,  internet and a chromecast to stream your own content, WiFi, small fridge, tea and coffee making facilities, hair dryer and a super comfortable bed (160x200)!<br /><br /><b>The space</b><br />Welcome to our energy neutral house, a 101 year old house that has just completed a full renovation, a combination of energy saving components and solar panels means that we are able to balance our energy use. The room has fantastic insulation and is comfortably warmed in winter by an infrared heating panel and cooled in summer with a fan.<br /><br /><b>Guest access</b><br />The front door opens with a code so there is no contact needed to enter. The stairs and t",https://a0.muscache.com/pictures/12c7dbc6-4e0b-419c-a991-203fc153a17c.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3843,4.91368,Private room,1 private bath,1,1,2,"[""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Keypad"", ""Fire extinguisher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Room-darkening shades"", ""Smoke alarm"", ""Paid street parking off premises"", ""Hangers"", ""TV with standard cable"", ""Cable TV"", ""Shower gel"", ""Lock on bedroom door"", ""Hot water kettle"", ""Portable fans"", ""Mini fridge""]",70,2,30,4.95,5,4.95,4.9
97,Entire rental unit,Marc97@gmail.com,Cozy Private apartment close to the city center,"Beautiful apartment inspired by the 80s with a hint of Mediterranean influence. It is an open and light big space, separated by a sublime and large wooden door giving you the option of open up the all space or keep it more divided. <br /><br />The neighbourhood is one of the trendiest in Amsterdam, surrounded by the best restaurants, cocktail bars, cinema, and food market. At the same time is placed next to city centre and has plenty of public transport options.<br /><br /><b>The space</b><br />It is a renovated and spacious apartment. Neighbours are really chill and quiet. This apartment is perfect for couples/friends visiting Amsterdam for few days. The space is clean and well treated. <br /><br />Both sides of the apartment are featured by a large windows what gives a lots of lights coming from both angles of the house making it super bright.<br /><br /><b>Guest access</b><br />You will have full access to any part of the apartment.",https://a0.muscache.com/pictures/7d5cf85d-b6b3-4218-ae7e-a2b1b0855672.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37334,4.86935,Entire home/apt,1 bath,1,1,2,"[""Dedicated workspace"", ""Private entrance"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Essentials"", ""Smoke alarm""]",95,2,1125,5,5,5,5
98,Entire residential home,Marike98@gmail.com,Large family home with garden in East of Amsterdam,"A great family house, for 1 or 2 families to experience Amsterdam. Three stories, a front- and backgarden, a terrace and very high ceilings.<br /><br />This house is available only for families with children.<br /><br />Please do not submit any requests for periods outside the shown available dates. Our place is only available during the dates shown. <br /><br />Thank you!<br /><br /><b>Other things to note</b><br />We have a cat called Nixo. When staying in our house, we would very much appreciate it if you can feed him. If not, we can arrange for someone to come and feed the cat.",https://a0.muscache.com/pictures/53da9b30-aa66-4253-b7d2-93d36751e400.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35835,4.92334,Entire home/apt,2.5 baths,4,5,8,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Wifi"", ""Babysitter recommendations"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV"", ""Essentials"", ""Game console"", ""Iron"", ""Children\u2019s books and toys"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen""]",300,2,10,4.75,5,5,4.75
99,Room in boutique hotel,BellsBoutiqueHotel99@gmail.com,Comfort Cozy Elegant Room | City Center | De Pijp,"Comfort Cozy Elegant Room | City Center | De Pijp<br /><br />Bell’s Boutique Hotel is the former B&B Nine(T)Teen housed in a monumental building in the City Centre. It’s right on the Hemonystraat which creates the natural border between the historic City Center and Amsterdams famous neighbourhood ‘’De Pijp’’’, known for its local atmosphere and the many (coffee) bars, cosy restaurants and of course Amsterdam’s oldest street market ‘’de Albert Cuyp’’.<br /><br /><b>License number</b><br />Exempt",https://a0.muscache.com/pictures/miso/Hosting-47465579/original/04158a65-cc29-441d-8560-de5c9bcb117a.jpeg,"Amsterdam, Noord-Holland, Netherlands",52.35813,4.90221,Private room,1 private bath,1,1,2,"[""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lockbox"", ""Heating"", ""Bed linens"", ""Fire extinguisher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Dedicated workspace"", ""Body soap"", ""Luggage dropoff allowed"", ""Clothing storage"", ""Shower gel"", ""Lock on bedroom door"", ""TV""]",60,1,1125,4.43,4.5,4.36,4.93
100,Private room in rental unit,Mel100@gmail.com,Clean apartment near centre,"This apartment  is located in the West of Amsterdam, 10 minutes from the city centre and central train station. Several tram stops are located 1 minute walk from here.<br /><br /><b>The space</b><br />The apartment is located in West of Amsterdam, 10 minutes from the city centre and central train station (by bike or tram). Several tram stops are located 1 minute walk from here. Lines will take you to for example the Museum District (Rijksmuseum, Van Gogh Museum), Leidseplein, Anne Frank House and the Dam Square. <br />Supermarket and a shopping street are a very close by.<br /><br />I live in this apartment and rent the bedroom on the pictures. The living room, kitchen & bathroom are shared with me although I am barely home.<br /><br /><b>Guest access</b><br />The apartment contains: <br />- 1  private bed room with a double bed and blinding rollers <br />- 1 living room with dining table <br />- kitchen & bathroom (shared) <br /><br />Also available: <br />Wifi Internet <br />Washmach",https://a0.muscache.com/pictures/3113df4c-aab6-47a0-8e2b-60a61d2c02dd.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37066,4.86445,Private room,1 bath,1,1,2,"[""Washer"", ""Long term stays allowed"", ""Kitchen"", ""Wifi"", ""Heating"", ""Essentials""]",110,4,1124,4.82,4.77,4.92,4.68
